,hsa-let-7a-5p,hsa-let-7b-3p,hsa-let-7c-5p,hsa-miR-106b-5p,hsa-miR-10a-5p,hsa-miR-1224-3p,hsa-miR-1225-3p,hsa-miR-125a-3p,hsa-miR-1271-5p,hsa-miR-1278,hsa-miR-1279,hsa-miR-1290,hsa-miR-1294,hsa-miR-1297,hsa-miR-1298-5p,hsa-miR-1299,hsa-miR-1469,hsa-miR-147b,hsa-miR-148a-5p,hsa-miR-152-5p,hsa-miR-153-3p,hsa-miR-186-5p,hsa-miR-192-5p,hsa-miR-196a-5p,hsa-miR-197-3p,hsa-miR-2115-3p,hsa-miR-2117,hsa-miR-212-3p,hsa-miR-214-3p,hsa-miR-217,hsa-miR-224-5p,hsa-miR-26a-5p,hsa-miR-29a-3p,hsa-miR-3074-3p,hsa-miR-30c-5p,hsa-miR-31-5p,hsa-miR-3134,hsa-miR-3184-5p,hsa-miR-3188,hsa-miR-3191-5p,hsa-miR-3606-5p,hsa-miR-3614-3p,hsa-miR-3620-5p,hsa-miR-3659,hsa-miR-3663-5p,hsa-miR-3671,hsa-miR-3689f,hsa-miR-369-3p,hsa-miR-378e,hsa-miR-378f,hsa-miR-378g,hsa-miR-383-3p,hsa-miR-3914,hsa-miR-3918,hsa-miR-3920,hsa-miR-3925-5p,hsa-miR-3927-3p,hsa-miR-3938,hsa-miR-3973,hsa-miR-411-3p,hsa-miR-423-3p,hsa-miR-4256,hsa-miR-4258,hsa-miR-4282,hsa-miR-4299,hsa-miR-4306,hsa-miR-4315,hsa-miR-4318,hsa-miR-4464,hsa-miR-4480,hsa-miR-4489,hsa-miR-4496,hsa-miR-449b-3p,hsa-miR-4500,hsa-miR-4510,hsa-miR-4512,hsa-miR-4646-3p,hsa-miR-466,hsa-miR-4662a-3p,hsa-miR-4665-3p,hsa-miR-4694-5p,hsa-miR-4704-3p,hsa-miR-4710,hsa-miR-4718,hsa-miR-4746-5p,hsa-miR-4758-3p,hsa-miR-4758-5p,hsa-miR-4792,hsa-miR-484,hsa-miR-495-3p,hsa-miR-500a-5p,hsa-miR-500b-3p,hsa-miR-502-5p,hsa-miR-508-5p,hsa-miR-510-3p,hsa-miR-518c-3p,hsa-miR-518f-3p,hsa-miR-520a-5p,hsa-miR-520b,hsa-miR-525-3p,hsa-miR-545-3p,hsa-miR-548ai,hsa-miR-548aj-3p,hsa-miR-548ap-5p,hsa-miR-548at-3p,hsa-miR-548f-3p,hsa-miR-548h-3p,hsa-miR-548m,hsa-miR-550a-5p,hsa-miR-550b-3p,hsa-miR-5586-3p,hsa-miR-561-3p,hsa-miR-561-5p,hsa-miR-5680,hsa-miR-6087,hsa-miR-633,hsa-miR-635,hsa-miR-638,hsa-miR-6513-3p,hsa-miR-665,hsa-miR-6721-5p,hsa-miR-6791-3p,hsa-miR-6799-3p,hsa-miR-6810-3p,hsa-miR-6829-5p,hsa-miR-6844,hsa-miR-6845-5p,hsa-miR-6861-3p,hsa-miR-6868-3p,hsa-miR-6871-3p,hsa-miR-6874-3p,hsa-miR-6883-3p,hsa-miR-6884-5p,hsa-miR-6889-5p,hsa-miR-7156-5p,hsa-miR-7157-5p,hsa-miR-7159-3p,hsa-miR-7159-5p,hsa-miR-762,hsa-miR-769-5p,hsa-miR-7704,hsa-miR-8079,hsa-miR-8081,hsa-miR-873-5p,hsa-miR-877-3p,hsa-miR-887-3p,hsa-miR-887-5p,hsa-miR-92a-3p,hsa-miR-93-3p,hsa-miR-95-3p,Disese Group
sample_69,1402234.46,1509.75,133068.5,305.5,55.0,107.0,0.0,416.83,278.83,34.5,0.0,0.0,17.0,4.0,14.0,0.0,0.0,16.5,7.0,4.0,4405.84,16381.75,85879.67,21.5,1126.0,8.0,0.0,90.0,1.5,3007.0,189.0,601588.65,459585.25,11.0,155633.16,19535.83,0.0,975.42,2.0,1.5,0.0,1.0,0.0,5.0,19.0,0.0,0.0,2257.0,0.25,0.0,4.25,36.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,57.5,975.42,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.5,7.5,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,534.0,253.0,62.33,15.0,6.0,1.0,0.0,17.0,3.5,4.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.66,0.0,4.33,5.58,5.58,13.0,0.0,13.0,10.0,0.33,0.0,0.0,0.0,10.0,8.33,2.0,6.0,3.0,3.0,1.0,2.0,0.0,1.5,147.17,1.0,42.0,22.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,4953.33,6.0,0.0,0.0,1801.08,12.0,465.0,26.0,16324.66,183.5,21268.33,1
sample_70,1365902.08,1268.25,90272.17,365.5,9.0,110.75,0.0,386.58,277.33,31.0,0.0,0.0,30.0,9.0,6.0,0.0,0.0,14.5,11.0,7.5,4869.5,17333.58,93099.08,11.0,1009.0,12.0,0.0,72.0,1.5,2565.0,53.0,662197.48,555213.92,10.17,187585.0,17213.33,0.0,918.5,4.0,3.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,2351.5,0.25,0.33,3.25,34.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,100.0,918.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.5,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.5,2.0,0.0,482.67,370.0,62.0,10.0,22.0,2.0,0.0,14.0,9.0,7.5,1.0,0.0,4.0,0.0,0.0,0.0,1.0,9.0,0.0,9.0,3.16,3.16,12.0,1.0,15.0,24.0,0.0,0.0,0.0,0.0,12.0,16.33,4.0,9.0,1.0,0.0,0.0,5.0,1.0,1.0,167.33,1.0,59.0,17.5,2.0,0.0,1.0,2.0,0.0,0.0,0.0,5697.83,7.67,0.0,0.0,1672.83,24.5,376.0,19.0,17927.0,197.5,22686.33,1
sample_71,1406241.55,644.75,102655.67,268.0,100.0,49.5,0.0,270.33,241.33,21.0,0.0,0.0,23.5,5.83,6.0,0.0,0.0,7.5,8.0,4.0,1309.16,7386.5,50599.75,17.0,971.5,3.0,0.0,66.0,1.5,1940.5,58.0,468068.66,236616.17,5.5,69475.41,11158.17,0.0,1420.25,5.0,3.5,0.0,1.0,0.0,9.0,5.0,0.0,0.0,1023.5,0.0,1.0,7.58,15.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,35.25,1420.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,4.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,607.0,154.0,38.5,13.0,12.0,0.0,0.0,5.0,2.0,3.0,0.33,0.0,3.67,0.5,0.0,0.0,0.0,2.0,0.0,9.0,3.74,3.74,6.0,1.5,11.5,4.0,0.0,0.0,0.0,0.0,8.0,5.33,4.0,1.0,1.0,2.0,0.0,6.0,0.0,1.5,0.0,1.0,23.0,23.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3016.0,4.67,0.0,0.0,470.0,15.0,281.0,10.0,19885.66,119.0,13699.0,1
sample_72,1042774.47,678.25,98242.42,345.5,28.0,15.0,0.0,264.42,396.75,31.0,0.0,0.0,58.33,6.83,2.0,0.0,0.0,16.5,14.0,9.0,1424.66,16306.42,60353.08,89.0,1057.33,8.5,0.0,58.0,1.5,1542.0,272.5,486468.32,402082.5,5.5,96758.34,17882.33,1.0,1038.42,6.0,1.5,0.0,3.0,0.0,15.0,31.0,0.0,0.0,882.0,0.33,1.0,4.58,16.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,21.5,1037.42,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,1.0,6.17,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,115.0,61.5,12.0,12.0,2.0,0.0,5.0,7.0,1.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,7.0,0.0,8.33,3.92,3.92,7.0,2.0,19.0,5.0,0.0,0.0,0.0,0.0,12.0,3.33,3.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,141.33,0.5,25.0,20.5,7.0,0.0,3.0,0.0,0.0,0.0,0.0,2853.0,12.33,0.0,0.0,874.83,16.5,335.0,10.0,16004.16,216.0,11194.33,1
sample_73,1599403.33,1400.5,173094.58,335.5,154.0,43.5,0.0,430.83,289.0,22.0,0.0,0.0,45.5,7.92,19.0,0.0,0.0,31.0,32.0,12.0,2959.5,24567.17,68415.58,615.5,955.5,9.0,0.0,118.5,2.75,3875.08,11181.5,606739.32,452213.08,6.0,182408.0,30056.08,0.0,1079.75,0.0,2.5,0.0,3.0,0.0,8.0,15.0,0.0,0.0,3531.5,0.33,0.0,1.75,21.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,34.0,1079.75,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.58,0.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,436.08,271.0,59.5,28.0,15.0,3.0,2.0,30.0,14.0,2.0,1.33,0.0,27.33,0.5,0.0,0.0,1.0,7.0,0.0,5.5,4.84,4.84,9.0,6.0,43.0,36.0,0.33,0.0,0.0,0.0,35.0,27.5,4.0,5.0,0.0,2.0,0.0,1.0,0.0,0.5,0.0,0.0,33.0,45.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,4828.5,2.67,0.0,0.0,1608.92,15.25,456.0,16.0,16609.0,275.0,21970.0,1
sample_74,1464129.38,1289.25,145027.83,460.83,19.0,34.25,0.0,301.83,312.0,46.0,0.0,0.0,26.0,5.58,17.0,0.0,0.0,23.0,32.0,12.5,3486.34,25643.33,111015.33,36.0,821.0,15.5,0.0,96.5,2.5,3211.0,139.0,601618.14,658817.0,7.0,198921.66,21066.25,0.0,1106.75,2.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,3403.25,0.33,0.33,6.0,43.5,0.0,0.0,2.0,1.0,0.0,4.0,0.0,119.0,1105.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.0,1.0,2.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,666.33,286.0,65.33,10.0,22.0,1.0,1.0,24.5,11.5,1.0,3.67,0.0,7.75,0.0,0.0,0.0,0.0,12.0,0.0,18.5,2.16,2.16,14.0,1.0,41.0,10.0,0.0,0.0,0.0,0.0,10.0,7.0,4.0,0.0,0.0,2.0,0.0,5.0,2.0,0.5,1.0,4.0,62.0,32.5,7.0,1.0,3.0,3.0,0.0,0.0,0.0,6858.5,4.0,0.0,0.0,1553.17,5.25,333.0,22.0,23991.84,227.0,24052.5,1
sample_75,1841514.27,672.75,184399.75,609.5,40.0,33.0,0.0,331.08,812.5,39.0,0.0,0.0,82.5,32.33,28.0,0.0,0.0,25.0,33.0,12.0,2054.16,15191.5,49571.83,170.0,2154.42,18.0,0.0,366.5,22.0,6199.75,321.0,1194868.66,421882.17,23.25,101286.5,44618.58,1.0,6030.67,31.0,4.5,0.0,4.0,0.0,4.0,20.0,0.0,0.0,3027.0,0.75,1.0,18.75,6.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,75.0,6029.33,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.75,0.0,0.0,17.83,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10429.08,335.0,164.83,13.5,43.0,3.0,0.0,8.0,4.0,1.0,0.67,0.0,6.5,0.0,0.0,0.0,2.0,4.0,0.0,4.5,6.34,6.34,19.5,0.0,5.0,8.0,0.0,0.0,0.0,0.0,17.0,5.0,4.0,14.0,4.0,3.0,1.0,4.0,0.0,2.5,2.0,1.0,25.0,141.0,7.0,1.0,8.0,1.0,0.0,0.0,0.0,6584.25,11.67,0.0,0.0,672.67,62.33,474.0,21.0,107933.5,576.5,14318.0,1
sample_76,2021922.24,427.5,207626.25,470.5,33.0,50.0,0.0,308.42,606.5,24.0,0.0,0.5,64.0,24.58,23.0,0.0,0.0,12.0,36.0,9.0,742.84,7789.25,46789.83,95.0,2235.67,21.5,0.0,161.0,15.5,5581.0,264.0,1084734.48,360450.0,16.0,59971.5,24855.0,0.0,4867.87,48.0,5.5,0.0,0.0,0.0,6.0,23.0,0.0,0.0,975.33,0.25,0.33,22.5,6.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,10.5,4867.87,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,0.0,0.0,23.83,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4262.67,328.0,103.25,19.0,26.0,3.0,0.0,2.0,2.5,0.0,0.67,0.5,1.5,0.0,0.0,0.0,0.0,6.0,0.0,15.5,3.84,3.84,5.0,0.5,3.5,8.0,0.33,0.0,0.0,0.0,15.0,9.0,5.0,14.0,3.0,5.0,4.0,2.0,0.0,3.25,0.0,0.0,34.0,83.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,5550.5,17.33,0.0,0.0,520.17,46.5,460.0,20.0,75571.5,430.5,14260.67,1
sample_77,919517.0,954.75,81279.67,227.0,25.0,26.5,0.0,269.0,149.5,36.0,0.0,0.0,21.5,4.92,5.0,0.0,0.0,17.0,7.0,2.0,1461.34,14237.5,69841.67,17.0,800.0,13.5,0.0,78.5,1.5,1774.0,105.0,353936.48,339519.67,3.75,103603.0,12698.5,0.0,1020.5,5.0,0.5,0.0,0.0,0.0,8.0,10.0,0.0,0.0,1499.0,0.0,0.33,5.67,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,1019.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,312.5,187.0,27.5,9.0,13.0,1.0,0.0,9.0,6.0,0.0,1.0,0.0,2.33,0.0,0.0,0.0,2.0,5.5,0.0,8.5,1.5,1.5,3.5,1.0,4.0,8.0,0.33,0.0,0.0,0.0,6.0,0.25,2.0,4.0,0.0,3.0,0.0,1.0,0.0,1.5,57.0,0.0,29.0,35.5,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4945.17,3.67,0.0,0.0,1079.33,10.5,284.0,9.0,16416.66,162.0,14291.67,1
sample_78,1456949.88,336.5,274732.58,126.5,257.5,47.0,0.0,238.25,213.5,6.0,0.0,0.0,13.0,2.67,42.0,0.25,0.0,5.0,23.0,7.0,464.34,2240.0,14713.5,66.0,1792.75,2.0,0.0,61.5,205.25,1684.0,704.0,488109.66,85861.0,7.5,21178.5,14700.25,0.0,2139.08,15.0,1.5,0.0,1.0,0.0,3.0,11.0,0.0,0.0,374.5,0.0,0.33,2.33,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,9.5,2138.08,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1548.58,112.0,38.5,20.5,5.0,4.0,0.0,0.0,1.0,0.0,0.25,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.34,1.34,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,11.0,4.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,7.0,16.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1997.0,25.67,0.0,0.0,162.0,23.0,325.0,22.0,19266.5,133.0,5457.08,1
sample_79,1760813.07,883.75,122454.17,315.5,12.0,62.0,0.0,279.0,326.33,24.83,0.0,0.0,26.5,9.33,5.0,0.0,0.0,16.0,13.5,7.5,1901.5,11486.08,65992.08,20.5,1003.0,13.0,0.0,99.5,2.75,2740.5,103.0,563442.82,394265.83,6.5,111138.66,16606.5,0.0,1170.0,6.0,1.0,0.0,1.0,0.0,8.5,6.0,0.0,0.0,1183.5,0.25,0.33,6.0,8.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,59.0,1170.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1431.67,176.0,41.0,10.0,13.0,1.0,0.0,17.0,8.5,4.0,1.33,0.0,2.5,0.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,2.0,5.25,1.0,4.0,7.0,0.0,0.0,0.0,0.0,10.0,2.0,5.0,2.0,0.0,3.0,0.0,5.0,0.0,0.5,151.17,0.0,54.0,33.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,3827.5,13.67,0.0,0.0,871.67,13.75,274.33,21.0,27037.66,161.0,16970.75,1
sample_80,1536240.56,402.0,152380.0,206.0,43.5,40.0,0.0,278.83,456.67,11.0,0.0,0.0,18.0,8.25,22.0,0.0,0.0,6.5,14.0,5.0,764.34,6754.92,39241.5,14.0,1332.83,10.0,0.0,122.0,7.5,2768.5,61.0,728669.66,250598.17,7.5,48213.84,20534.75,0.0,2815.29,14.0,2.25,0.0,2.0,0.0,11.0,7.0,0.0,0.0,998.0,0.5,0.33,10.25,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,36.5,2813.29,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4402.58,124.0,57.5,20.0,12.0,2.0,0.0,2.0,4.0,0.0,0.67,0.0,2.83,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.16,1.16,5.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,3.92,2.0,9.0,0.0,2.33,0.0,1.0,0.0,2.5,101.0,0.0,23.0,45.0,6.0,0.0,5.0,2.0,0.0,0.0,0.0,4633.33,17.67,0.0,0.0,443.67,23.25,332.33,15.0,49973.84,246.0,9178.5,1
