,FAH,SALL4,CIRH1A,LRRIQ1,NCCRP1,STAC2,PDP2,FAM47C,ZNF737,MAX,CSTA,MMS19,C2orf91,VENTX,C3orf30,SH3BP5L,NCAM2,PIK3R3,CNNM1,DHCR7,RP4-758J18.2,HECW2,ORM2,TACC1,SYNDIG1,NOXRED1,KCTD17,COL25A1,OR6Y1,DEFB110,RAB20,MAP3K7CL,DUOX1,MMP2,SERPINB2,NXPH1,SIPA1L2,AASDH,TOR1B,PLEKHM3,GLTP,ADAM11,BLID,RP11-178C3.1,SYCP1,MKNK1,TOPBP1,TNFRSF12A,LRRC3C,DCLRE1B,TCFL5,PEX5L,CEBPZ,RBFOX3,ART1,NUS1,CCDC50,DPEP2,LINC00346,NXF1,KIAA1755,TYRO3,LPAR4,TMEM255A,FAM163A,FAM200A,CD5,ARL3,PCP4L1,AC009060.1,PRICKLE1,DBH,TUBB4A,HOMER2,ITGB5,RRAGD,AVPI1,WRB,ST8SIA5,FRG2C,KEL,GLIS3,TCF20,AP3S1,RP11-480I12.4,CTB-129P6.11,UBE3C,OR10J5,RP11-286N22.8,TIMM21,ISOC2,RING1,RMDN1,TMSB4Y,MPHOSPH6,RP11-162A12.2,FSD1,GAGE2C,MRPL14,RP11-257K9.8,SERTAD3,RP11-552I14.1,SLCO1B3,TRAPPC3L,KRT35,CDKAL1,CD53,PQLC2,POU2F3,C19orf18,SMC3,COL4A6,ZNF626,GSTA4,PPFIBP1,ZNF570,OR1J4,CCDC11,HMGB3,PPP1R1A,POR,AKR1B10,B3GALT5,SBK3,LILRB4,STRA6,ZNF619,TXNDC15,LIMS3,NBPF9,C16orf47,TOMM7,AC016586.1,UBAP2L,OR13C2,AL133318.1,EFTUD2,GLT8D2,RNF181,HOXA3,AC008132.1,VILL,OR2A2,NOP10,UTS2R,HKDC1,GABARAPL3,TMEM114,RP11-794P6.2,SRGAP1,RNF187,METTL17,SWSAP1,SLC26A2,HIST1H1B,PRPSAP2,COL3A1,CCDC7,ZBTB26,NMNAT3,FUOM,OSBP,KLRG1,SLC27A6,ARHGEF39,HCAR1,PCDHB14,DNAJC28,WDR5B,FLJ00325,EBLN1,SCN1A,XPNPEP3,NOX1,GDF9,CHST8,RP11-58C22.1,SUN5,MLX,ASPH,DYNAP,RNF151,FAM208A,C3orf36,TRMU,EMC7,CCDC113,SFRP2,PEA15,ARID3A,NFE2L1,OR5AN1,ASS1,FAM71F1,TCTEX1D4,FBXL16,DEDD,MED25,CYP7B1,SIDT2,Diagnosis
SEQ12128,7.793282897,6.786005625,7.900543774,7.32135544,5.566318381,6.312361171,6.827927603,4.972603042,5.92112271,8.45945305,6.486912058,7.677130555,6.764521142,5.531512393,5.566318381,7.063242649,9.018242027,8.742761583,7.660516241,7.292564768,5.631500302,9.622997523,5.850821846,9.354728898,8.141604341,7.15487676,6.388244399,9.749493146,5.073814631,5.494962431,8.25927983,8.524421126,6.742670173,8.064335867,6.955524198,7.693549342,8.721840822,7.307036056,6.67477238,9.690321303,7.660516241,6.742670173,5.273268679,6.264322295,7.097293734,8.240947274,7.83815655,5.415498696,5.774830609,6.731602874,7.146800186,7.84305511,6.615258617,9.409600495,7.194549167,7.194549167,7.803379576,5.151196789,5.59959075,6.578138925,7.544376789,6.9366857,5.371796374,7.105672748,7.292564768,6.500369148,7.37032394,7.736412003,6.99241215,5.494962431,8.563206434,6.565514365,6.106474832,9.517983504,9.541991106,7.872093191,6.264322295,7.307036056,7.704388898,5.456404362,6.615258617,9.963394154,9.778822808,8.15342842,6.161642033,5.691771862,9.32562291,5.415498696,7.532210083,6.402849501,6.264322295,5.66218801,6.161642033,5.273268679,6.775308343,7.501317097,6.917573144,6.007656609,6.796614623,6.358479815,6.068056107,5.531512393,5.631500302,6.486912058,5.371796374,11.07154987,6.858500652,7.482444458,7.632377899,5.943469031,7.574334403,7.632377899,6.720438583,6.445617605,9.508876374,5.850821846,4.972603042,6.312361171,5.898254753,5.92112271,9.12751273,5.74801341,7.194549167,5.415498696,6.686344358,6.917573144,6.068056107,7.194549167,7.852801284,7.328459209,6.838198929,6.196930717,5.826181583,7.64370153,4.972603042,5.151196789,7.813404096,7.513757193,5.371796374,7.299819612,7.054592419,7.292564768,4.972603042,5.720351806,5.371796374,7.519935534,5.216200848,5.59959075,5.415498696,9.376595567,6.247848865,6.087439108,5.826181583,6.80713693,4.727253356,8.612387126,6.106474832,7.335526237,6.459540334,8.487659419,5.456404362,7.64370153,7.210097425,8.192144873,6.615258617,8.719204097,5.151196789,5.898254753,5.691771862,4.727253356,4.972603042,7.580249078,8.298798057,6.143562923,5.850821846,7.720492148,6.459540334,6.639404283,6.373456317,9.364862539,5.691771862,5.531512393,8.017594105,5.415498696,7.045885667,6.500369148,7.13050006,5.456404362,6.402849501,8.606688234,6.775308343,4.972603042,8.039032117,6.858500652,5.531512393,6.106474832,6.343309179,7.028299385,8.437122557,7.071837139,1
SEQ12150,8.017533815,6.83344048,7.929287796,6.936274467,5.967361279,6.57322705,7.212117335,5.080997614,5.967361279,8.283559418,6.505700529,7.654919889,6.789913228,5.768405597,5.429560348,6.965613254,8.667309468,8.491525693,7.413600383,7.507472095,5.680988505,9.228745661,6.094082079,9.268674305,7.957755821,7.11197609,6.612036062,9.668780023,5.080997614,5.28450375,8.563841114,8.316757124,7.022404367,7.631406213,6.686212354,7.146190692,8.202943235,7.146190692,6.546660733,9.642992005,7.73972641,6.744861176,5.226285848,6.310038643,6.936274467,8.166941364,7.700789967,5.471267169,6.094082079,6.637252235,7.305355306,7.441079535,6.519507052,9.466339947,6.756273618,7.154609966,7.695137983,5.28450375,5.795713519,6.674149684,7.335067918,7.085729795,5.547831021,7.297824965,6.926347568,6.389162732,7.589276381,7.631406213,7.013106706,5.28450375,8.600165915,6.98481582,6.342335144,9.853742585,9.660235242,7.695137983,6.225079226,7.595373657,7.654919889,5.429560348,6.491735537,9.622610317,9.936249337,7.845355102,6.505700529,5.583304615,9.343571927,5.336945235,7.73972641,6.053534552,6.505700529,5.967361279,5.989595029,5.336945235,6.674149684,7.427408556,7.146190692,6.189218095,7.094535862,6.326299371,5.822224072,5.711124588,5.547831021,6.358153146,5.28450375,11.04361321,6.599234086,7.533160873,7.577000939,6.094082079,7.162976916,7.094535862,6.404366928,6.207292947,9.378738491,5.921353473,4.977700798,6.342335144,5.897516769,6.074002863,9.236437132,5.897516769,6.789913228,5.583304615,6.463313037,6.778797721,5.847995039,7.120611831,7.672298388,7.44786446,6.994313452,6.113789898,6.310038643,7.601444296,4.977700798,4.977700798,7.824856145,7.406643942,5.471267169,7.364148447,7.212117335,7.282638304,4.977700798,5.711124588,5.822224072,7.613506618,4.977700798,5.873077477,5.471267169,9.135144984,6.519507052,5.897516769,5.967361279,6.916344989,4.727253356,8.856690125,5.944624021,7.290252796,6.293545375,8.411943228,5.768405597,7.545828707,7.243913109,7.895331372,6.519507052,8.644311042,4.977700798,5.680988505,5.711124588,4.727253356,5.159962211,7.212117335,8.170986981,6.170843136,6.053534552,7.967118854,6.113789898,6.854666896,6.259828672,9.041620695,5.471267169,5.649724096,7.985660547,5.28450375,7.3128443,6.546660733,7.022404367,5.583304615,6.560015504,9.08275557,6.64967222,4.727253356,8.27231905,6.57322705,5.740234473,6.448846489,6.326299371,7.129192349,8.545326413,7.274980988,0
SEQ12165,7.463318285,6.900295336,7.772043324,7.501212581,5.74654407,6.318004226,6.695244151,4.727253356,5.963572992,8.435015793,6.363769211,7.434198349,6.840599863,5.393048759,5.660833621,7.127549343,9.097540826,8.776082931,7.794933666,7.267506027,5.455334086,9.789189787,5.704768083,9.494922834,8.087686062,6.840599863,6.40781402,10.11788974,5.393048759,5.512320265,8.153755613,8.649245393,6.998631472,8.147874969,7.289488914,7.643201728,8.835522945,7.30034871,6.606669045,9.605528662,7.779715053,6.64285291,5.027115368,6.085538778,7.038633051,8.410733028,7.684756003,5.244785605,5.786420966,6.695244151,7.175830875,7.83962325,6.270352415,9.244380331,6.900295336,7.267506027,7.643201728,5.150565871,5.323798588,6.761890023,7.434198349,7.01209978,5.786420966,7.332418836,7.163921829,6.530972962,7.414437175,7.740929123,7.01209978,5.150565871,8.665728667,6.729003086,5.786420966,9.57105101,9.519995972,7.918035959,6.318004226,7.374041285,8.018381144,5.244785605,6.491298803,9.59054621,9.735730858,8.298679522,6.450282271,5.614415235,9.469405004,5.244785605,7.668282596,6.220618503,6.385997177,5.56509494,6.026354898,5.150565871,7.01209978,7.363753686,6.885625907,5.614415235,6.900295336,6.660560022,5.963572992,5.614415235,5.455334086,6.624892026,5.393048759,11.25349746,6.9573835,7.30034871,7.538095687,5.861283879,7.510525945,7.519777013,6.294425631,6.712235823,9.718117395,6.026354898,4.727253356,6.450282271,6.14159526,5.930650862,8.933956433,5.861283879,7.13978313,5.74654407,6.550337233,6.87078968,6.113932575,6.855782455,7.414437175,7.127549343,6.914802,6.113932575,5.455334086,7.772043324,4.727253356,5.150565871,7.772043324,7.634740096,5.512320265,7.556175271,7.102742071,7.163921829,5.244785605,5.704768083,4.727253356,7.659972351,5.150565871,5.455334086,5.455334086,9.5512881,6.026354898,5.995447731,5.660833621,7.115203067,5.027115368,8.594323467,6.05636459,7.609042118,6.64285291,8.661625622,5.323798588,7.643201728,7.404449061,8.439823108,6.470964838,8.640931967,4.727253356,5.455334086,5.896589786,4.727253356,5.244785605,7.692920351,8.037621836,6.491298803,5.963572992,7.794933666,6.695244151,6.793953374,6.220618503,9.50409097,5.512320265,5.244785605,8.12410536,5.150565871,6.761890023,6.341111559,7.038633051,5.614415235,6.470964838,8.330124542,6.745552423,5.027115368,7.626226724,6.840599863,5.323798588,5.704768083,6.363769211,6.840599863,8.682024166,6.971276496,0
SEQ12132,7.643697615,6.936682407,7.850936162,7.252192545,6.011616876,6.573584588,6.7452435,4.727253356,6.27712224,8.269085349,6.896510437,7.481766667,7.013524335,5.429711478,5.337077059,6.81225186,9.002103303,8.667865094,7.689952117,7.252192545,5.583487128,9.572466608,6.133428896,9.287886583,8.536527017,7.013524335,6.519856479,9.791811958,5.226394268,5.510742917,8.142946817,8.370960841,7.236477671,7.73472301,7.050335371,7.533635549,8.384937104,6.767970625,6.833834922,9.452141788,7.607970216,6.875952087,5.226394268,6.094361401,7.086156275,8.370960841,7.655405895,5.226394268,6.053806665,6.72210451,7.138151027,7.871069593,6.519856479,9.754823427,7.267727661,6.994728742,7.520849535,5.226394268,5.510742917,6.573584588,7.35739299,6.936682407,5.768624624,7.103712936,7.298275621,6.342656629,7.313296575,7.689952117,6.855064174,5.711332475,8.650650165,6.790301772,6.625072949,9.666530478,9.516722683,7.799302665,6.310354839,7.533635549,7.745695249,5.429711478,6.65004101,9.516722683,9.815098241,7.995354814,6.492080705,5.226394268,9.0897185,5.226394268,7.643697615,6.27712224,6.519856479,5.711332475,5.967617782,5.081074847,6.875952087,7.756582126,7.220578582,6.65004101,6.956316572,6.27712224,5.768624624,5.429711478,4.727253356,6.27712224,5.510742917,11.05729982,6.994728742,7.414063213,7.723664021,5.967617782,7.35739299,7.619981556,6.625072949,6.342656629,9.231251992,5.967617782,5.081074847,6.242892707,5.921601484,5.873316462,9.059657681,6.011616876,6.81225186,5.583487128,6.855064174,7.050335371,5.873316462,7.121042458,8.022544978,7.799302665,6.674522005,6.27712224,6.207591923,7.871069593,4.727253356,5.226394268,7.929796774,7.267727661,5.226394268,7.619981556,7.441545152,7.204490646,4.727253356,5.583487128,5.583487128,7.400113504,5.429711478,5.711332475,5.649919881,9.223529248,6.094361401,6.011616876,5.337077059,6.994728742,4.727253356,8.712783881,5.967617782,7.507944287,6.463653798,8.439510444,5.649919881,7.414063213,7.481766667,8.485606707,6.547014281,8.874639416,5.226394268,6.053806665,5.583487128,5.081074847,5.081074847,7.546304596,8.159341025,6.27712224,5.583487128,7.712516857,6.573584588,6.72210451,6.342656629,9.160205921,5.429711478,5.429711478,8.058003394,5.429711478,7.400113504,6.492080705,6.975662346,5.429711478,6.342656629,9.287886583,6.896510437,4.727253356,8.084025749,7.050335371,5.822453426,6.342656629,5.822453426,7.032057286,8.627369774,6.767970625,1
SEQ12149,7.635367718,6.765091935,7.990783871,7.304534528,5.942073055,6.576154852,6.765091935,5.484622341,6.250292252,8.364966031,6.616285484,7.520390646,6.576154852,5.867568014,5.598562069,6.833452606,8.921037061,8.520628777,7.671673575,7.280954195,5.347969301,9.44458399,6.195284934,9.315025678,8.073939773,7.075889838,6.447238685,9.787461449,5.347969301,5.484622341,8.353958256,8.286061675,6.729495807,7.45911332,6.765091935,7.207655178,8.704854297,7.182313611,6.929677397,9.381263285,7.80813797,6.929677397,5.167844829,6.352914184,6.929677397,8.214760019,7.887139888,5.167844829,5.867568014,6.898384199,6.898384199,7.616853613,6.616285484,9.605585354,6.765091935,7.232530781,7.156487153,5.167844829,5.167844829,6.655164346,7.350506973,6.898384199,5.867568014,7.103297537,7.207655178,5.942073055,7.579069124,8.019049652,7.438067555,5.867568014,8.633986623,7.019325242,5.867568014,9.610193785,9.58231924,7.85607006,6.576154852,7.37292647,7.85607006,5.167844829,6.53467751,9.055722985,9.815659923,8.100606318,6.137405501,5.697869469,9.354034105,4.727253356,7.559784265,6.137405501,6.491746148,6.011360487,5.697869469,4.727253356,7.280954195,7.635367718,7.130155637,6.929677397,6.929677397,6.195284934,6.011360487,5.347969301,5.167844829,6.447238685,5.347969301,11.06439043,6.833452606,7.791789805,7.280954195,6.30274716,7.394985196,7.500265333,6.195284934,6.250292252,9.309365637,6.076261256,5.167844829,6.30274716,5.786709388,5.786709388,9.102322295,6.011360487,6.990113451,5.598562069,6.447238685,6.765091935,5.867568014,7.075889838,8.019049652,8.06041568,6.692875926,5.867568014,6.195284934,7.559784265,4.727253356,4.727253356,7.917538424,7.438067555,5.167844829,7.416695108,7.394985196,7.207655178,5.167844829,5.484622341,5.347969301,7.653638871,4.727253356,5.867568014,5.347969301,9.286499963,6.655164346,6.30274716,6.076261256,6.692875926,4.727253356,8.913585585,5.867568014,7.671673575,6.447238685,8.309055732,5.484622341,7.741568931,7.156487153,8.320414874,7.019325242,8.875736054,4.727253356,5.484622341,5.598562069,4.727253356,5.167844829,7.394985196,8.177720344,6.447238685,5.942073055,8.087335837,6.53467751,6.799725662,6.491746148,9.115363262,5.598562069,5.867568014,8.190174616,5.167844829,7.671673575,6.655164346,7.156487153,5.167844829,6.250292252,9.048940732,6.960241869,5.167844829,7.887139888,6.616285484,5.598562069,6.352914184,6.011360487,7.350506973,8.530426492,6.765091935,1
SEQ12133,7.660500905,6.873789505,7.771143512,7.368656806,5.723841095,6.340713481,6.94248729,5.37567667,6.154640637,8.463468891,6.656623775,7.708995604,6.539897795,5.496402511,5.51816615,6.908589055,9.221220737,8.666405234,7.653905676,7.204820852,5.496402511,9.554917795,5.929928176,9.299236018,8.131203118,7.172359008,6.331641389,10.08024284,5.289969118,5.348499034,8.19788514,8.435234256,6.861980184,7.929083655,7.104989845,7.640620828,8.581465375,7.331594964,6.55510464,9.652545397,7.627208039,6.684177314,5.187670512,6.385046403,7.181713725,8.349032231,7.786258783,5.224213187,5.787588278,6.524500018,7.335762876,7.887738583,6.55510464,9.398696863,6.936898031,7.240990599,7.724793361,5.348499034,5.559826509,6.436136834,7.540312089,6.94248729,5.655000885,7.167657206,7.302057937,6.508905754,7.392819162,7.66706508,7.075048306,5.224213187,8.47830192,6.592320644,5.861434373,9.624609916,9.516082485,8.008304389,6.340713481,7.466645631,7.8422555,5.473944021,6.493109179,9.807460089,9.730158876,8.299716605,6.30399105,5.473944021,9.461377262,5.103710795,7.610258204,6.385046403,6.322497853,5.861434373,6.006293942,4.727253356,6.861980184,7.428283714,7.04442003,6.054199565,6.885492728,6.635554925,5.943067618,5.861434373,5.401690577,6.485133126,5.147849622,11.28271476,6.891305199,7.368656806,7.705814508,5.832598046,7.466645631,7.963960141,6.419349516,6.410866311,9.493540871,5.756289391,5.103710795,6.516727805,6.226816053,6.01848009,8.788764335,5.956035204,7.039246154,5.496402511,6.402322082,6.795033833,6.133117767,7.039246154,7.572224722,7.331594964,6.914299967,6.154640637,5.87552877,7.765051446,5.053505172,4.99382545,7.827734757,7.568714919,5.450725569,7.218497937,6.919986089,7.109915627,4.915882163,5.740215856,5.289969118,7.633930585,5.289969118,5.655000885,5.51816615,9.485338655,6.133117767,6.143932439,5.690125076,6.914299967,4.915882163,8.64522839,6.256374642,7.551031453,6.508905754,8.569402857,5.37567667,7.610258204,7.474191552,8.425697101,6.516727805,8.606975784,4.99382545,5.787588278,5.832598046,4.915882163,5.053505172,7.58617586,8.272272571,6.385046403,5.861434373,7.786258783,6.606899466,6.776156499,6.133117767,9.370267433,5.636859278,5.539291164,8.095440959,5.473944021,7.134276785,6.340713481,7.263116468,5.450725569,6.410866311,8.481986207,6.684177314,4.99382545,7.689799437,6.97553345,5.258155622,5.903109839,6.165244873,6.873789505,8.889084873,6.925647655,0
SEQ12140,7.935509362,6.90307324,7.681712205,7.306355671,5.819775973,6.572321954,7.031231166,4.727253356,6.23933224,7.956461648,6.349453859,7.681712205,6.417467909,5.876000564,5.367924626,6.947191991,8.948521321,8.564417245,7.402482641,7.402482641,5.367924626,9.255368895,5.876000564,9.105486438,8.360757384,7.010716292,6.417467909,9.276148868,5.251774544,4.727253356,8.30494654,8.414463167,6.989878999,7.643243685,6.656655565,7.694302851,8.516162098,7.110269713,6.349453859,9.529004375,7.417868427,6.785764656,5.099161326,6.027452093,7.148104973,8.159519934,7.656184831,5.367924626,5.626151698,6.683549876,7.386922571,7.562962389,6.417467909,9.549621312,6.760968012,7.238291596,7.914240867,4.727253356,5.626151698,6.542886132,7.549119119,6.989878999,5.099161326,7.220729045,6.968708153,6.23933224,7.220729045,7.521010669,7.289656093,5.876000564,8.177422458,6.785764656,6.277227987,9.683112952,9.606481352,7.616994933,6.200117308,7.433083965,7.603682498,5.099161326,6.313905594,9.915227219,9.827943549,8.141388518,5.695672017,5.929095875,9.36028613,5.367924626,7.477747324,6.512726836,6.735681585,5.929095875,5.695672017,5.099161326,6.481802174,7.521010669,7.184905274,7.09094417,6.90307324,6.417467909,6.027452093,5.695672017,5.251774544,6.349453859,5.626151698,10.95782118,6.810091998,7.603682498,7.255629674,6.117248574,7.386922571,7.535136199,6.542886132,5.979470934,9.251176604,5.695672017,5.099161326,6.277227987,5.979470934,6.200117308,9.569947052,5.979470934,7.071335341,5.549975957,6.450066119,6.542886132,5.876000564,7.184905274,7.76755374,8.095018371,6.735681585,6.277227987,6.23933224,7.719148634,5.099161326,5.099161326,7.755608513,7.355262673,5.549975957,7.051434177,7.76755374,7.477747324,5.099161326,5.759897371,5.367924626,7.306355671,4.727253356,5.759897371,5.099161326,9.212885297,6.383951332,5.876000564,5.465063911,6.760968012,4.727253356,8.693937029,6.073304814,7.448133145,5.929095875,8.255301719,5.695672017,7.616994933,7.386922571,8.141388518,6.23933224,8.537042839,4.727253356,5.549975957,5.759897371,5.099161326,5.251774544,7.306355671,8.502069993,6.073304814,5.929095875,7.825798875,6.90307324,6.572321954,6.313905594,9.024239929,5.626151698,5.549975957,7.779397957,5.367924626,7.402482641,6.572321954,7.051434177,5.549975957,6.450066119,9.072586903,6.833969171,5.099161326,8.577910218,6.542886132,5.929095875,5.929095875,6.159467368,7.220729045,8.637100099,6.810091998,1
SEQ12195,7.807397862,6.660979325,7.872236762,7.02590721,5.994090754,6.469191135,7.138348687,4.727253356,6.175893302,8.426731787,6.416128967,7.37779377,6.827308629,5.772184931,5.607045038,6.991957249,8.729014314,8.782496162,7.581546815,7.416008547,5.308244484,9.437679192,6.302280256,9.382193456,8.305408155,6.903053495,6.544655006,9.861543282,5.543530563,4.727253356,8.271684349,8.50416594,6.991957249,7.739416277,6.767442549,7.440907283,8.636944141,7.198608838,6.660979325,9.488187401,7.709239269,6.5688091,5.064193713,6.070596022,6.921321914,8.395792795,7.559076842,5.396645901,5.474023591,6.807660703,7.270343558,7.603658953,6.494869697,9.536982483,7.107175316,7.168815442,7.364815281,5.202688397,5.396645901,6.725921231,7.364815281,7.213262756,5.665794186,6.682999299,7.256296791,6.520016128,7.536236806,7.67839607,7.009040912,5.308244484,8.796742032,6.660979325,6.360587999,9.838839406,9.589629046,7.807397862,6.544655006,7.338483418,7.79788578,5.202688397,6.240857778,9.792328899,9.967895543,8.058513868,6.141920926,5.396645901,9.366393115,5.064193713,7.667961653,6.271982927,6.74685061,5.953581235,5.953581235,5.064193713,6.388685108,7.524674014,7.198608838,6.416128967,6.903053495,6.416128967,5.772184931,5.720632785,5.396645901,6.469191135,5.396645901,11.20920883,6.660979325,7.657448575,7.759178571,5.867215321,7.390650579,7.213262756,6.5688091,6.331800123,9.363212107,5.820923085,5.064193713,6.388685108,6.208848783,5.867215321,8.936208037,5.911355159,6.991957249,5.911355159,6.592499556,6.974650086,5.820923085,7.213262756,7.916785256,7.968447792,6.767442549,6.175893302,5.994090754,7.816845884,4.727253356,4.727253356,7.968447792,7.536236806,5.474023591,7.477431353,7.547703871,7.042562014,4.727253356,5.543530563,5.543530563,7.729429465,5.202688397,5.720632785,5.396645901,9.597768402,6.331800123,6.141920926,5.720632785,6.807660703,4.727253356,8.782496162,5.911355159,7.489394284,6.544655006,8.594041177,5.543530563,7.592646874,7.227759728,8.128163178,6.682999299,8.647471705,4.727253356,5.607045038,5.543530563,4.727253356,5.064193713,7.311634515,8.298727063,6.302280256,5.720632785,7.71937082,6.520016128,6.884526296,5.953581235,9.343976859,5.720632785,5.543530563,7.881260002,4.727253356,7.403388073,6.416128967,7.059010946,5.665794186,6.388685108,8.990883847,6.939339293,4.727253356,7.816845884,6.615746047,5.953581235,6.208848783,6.141920926,7.153668253,8.515714564,7.075259396,0
SEQ12126,7.737155634,6.687153501,8.011459891,7.585735928,5.709832167,6.253243354,7.008813468,4.727253356,6.175733219,8.523444513,6.834869764,7.576820723,6.803482094,5.665685701,5.619041108,6.819271226,9.214058175,8.892375319,7.629473721,7.278457903,5.516441001,9.659918412,6.032902602,9.288390347,8.037455812,7.210104187,6.120861821,10.28277029,5.396567224,5.619041108,8.358747522,8.448302754,6.895454546,7.784188368,7.113233855,7.753009407,8.747411428,7.15038154,6.519825558,9.572338416,7.567847894,6.651861055,5.028722441,6.325782268,7.087884587,8.08805635,7.895301778,5.152826463,5.569478057,6.596986872,7.062045501,7.94429584,6.578144419,9.176849252,6.895454546,7.289523249,7.791875897,5.152826463,5.619041108,6.415947211,7.210104187,6.539574511,5.867085619,7.256053536,7.455378539,6.437453232,7.256053536,7.776458443,6.939116642,5.247539605,8.830980544,6.437453232,6.001858387,9.690673753,9.722771075,7.866520049,6.001858387,7.465108618,7.829693946,5.326961987,6.669630868,9.986689333,9.738555343,8.358747522,6.437453232,5.569478057,9.335892094,5.326961987,7.59459427,6.458579414,6.578144419,6.032902602,5.969841025,4.727253356,7.174588721,7.374957672,6.721487077,6.22799864,6.596986872,6.479340894,5.791873403,5.709832167,5.152826463,6.633836111,5.396567224,11.4537885,6.88057059,7.256053536,7.603396496,5.665685701,7.445579289,7.799521505,6.559010444,6.738312052,9.536661038,5.791873403,4.727253356,6.253243354,6.148642902,5.936770234,8.766837105,5.791873403,7.15038154,5.969841025,6.371729654,6.850282687,5.619041108,6.88057059,7.629473721,7.26730186,6.967438596,5.936770234,5.791873403,7.704898544,4.727253356,4.727253356,7.957986868,7.646590987,5.459168608,7.332907881,7.048935847,7.062045501,5.152826463,5.665685701,5.247539605,7.837136798,5.459168608,5.619041108,5.028722441,9.833470418,6.325782268,6.148642902,5.569478057,6.771311014,5.028722441,8.572901843,6.578144419,7.721120128,6.519825558,8.666960089,5.459168608,7.405669515,7.395508391,8.51886229,6.437453232,8.616424116,5.152826463,5.709832167,5.751807784,4.727253356,5.326961987,7.799521505,8.160720016,6.415947211,6.120861821,7.704898544,6.559010444,6.415947211,6.063044174,9.626371938,5.791873403,5.247539605,8.201448663,5.326961987,7.035695852,6.302108547,7.256053536,5.459168608,6.175733219,8.257677398,6.578144419,4.727253356,7.493893826,6.704436508,5.152826463,5.830240989,6.092345435,7.022322697,8.607825037,6.539574511,1
SEQ12174,7.736680002,6.742041126,7.736680002,7.040447841,5.936378246,6.549856836,6.980728184,5.065278,6.074648688,8.529517624,6.447925144,7.548981979,6.688500401,5.668725101,5.696670832,6.989426165,8.776355905,8.610311441,7.543228499,7.241483202,5.578615892,9.512814888,5.936378246,9.276308914,8.081940378,7.065242503,6.549856836,10.00881053,5.39877168,5.204211522,8.184172101,8.293128659,6.971972558,7.824205007,6.793425495,7.167672799,8.526648456,7.297769129,6.597806755,9.552696948,7.599716902,6.823298295,5.065278,6.393529763,6.936356659,8.296508019,7.583010437,5.356097069,5.84779541,6.710188317,7.269917307,7.599716902,6.336509337,9.581899513,6.852496472,7.089584725,7.269917307,5.140777849,5.639801876,6.525162926,7.3974292,6.945351387,5.800187711,7.227039634,7.040447841,6.487159629,7.637935281,7.771370052,6.927299924,5.25991005,8.694464387,6.927299924,6.434557162,9.741979283,9.662211785,7.828910964,6.379532134,7.543228499,7.525823287,5.39877168,6.461145779,9.284795956,9.892701048,8.058184104,6.379532134,5.512092181,9.370212746,5.356097069,7.599716902,6.146158412,6.421037982,5.893103926,5.95732201,4.727253356,6.677515395,7.543228499,7.205081424,6.474222759,6.927299924,6.525162926,5.775421959,5.438721743,5.39877168,6.499959789,5.065278,11.28318189,6.842836642,7.599716902,7.610744005,5.696670832,7.241483202,7.554711676,6.365366099,6.379532134,9.412640133,5.609803789,5.065278,6.261052981,6.055994751,5.775421959,9.027894493,5.893103926,6.918180246,5.639801876,6.574064373,6.842836642,5.936378246,6.989426165,7.721545459,7.234280647,6.871603305,6.321808275,6.037002714,7.721545459,5.065278,4.966545581,7.856820304,7.422825431,5.578615892,7.543228499,6.954285021,7.378069008,5.065278,5.609803789,5.310097572,7.805221788,4.966545581,5.512092181,5.578615892,9.409539927,6.461145779,5.749951883,5.578615892,6.871603305,4.966545581,8.668694492,6.074648688,7.478309568,6.549856836,8.473992193,5.668725101,7.519972587,7.384552803,8.128289406,6.525162926,8.676474315,5.25991005,5.800187711,5.639801876,4.727253356,5.310097572,7.441569514,8.216674759,6.245344792,5.977835644,7.776256359,6.407363582,6.699390776,6.461145779,9.362216592,5.476384953,5.476384953,8.05017586,5.39877168,7.422825431,6.213255948,7.040447841,5.546100833,6.512626508,9.011611772,6.881052566,4.727253356,7.852207079,6.8997482,5.95732201,6.146158412,6.245344792,7.113491836,8.623791185,7.065242503,0
